name,time,activity,ax,ay,az,batch_val,gx,gy,gz,ibat,index,middle,pitch,roll,temp,thumb,ts,vbat,yaw
rg,1625266149895232710,1,-0.2151,-0.1023,1.0146,1,0.8545,-12.8784,15.7471,68,1.1356,1.1366,2.4165,-4.8053,27,0.8384,20064,4.0755,-34.2139
rg,1625266149895307988,1,-0.2246,-0.1082,1.0181,2,0.6104,-10.6201,14.5874,68,1.1326,1.1396,2.4351,-4.8022,27,0.8404,8598,4.0755,-33.5982
rg,1625266149895329525,1,-0.2432,-0.1106,1.0247,3,1.0986,-11.3525,15.1367,68,1.1346,1.1396,2.4607,-4.7821,27,0.8374,7822,4.0755,-32.9582
rg,1625266149895348618,1,-0.2432,-0.1199,1.0276,4,1.0986,-10.9253,13.4277,68,1.1356,1.1366,2.4947,-4.7845,27,0.8384,7858,4.0755,-32.3888
rg,1625266149895366988,1,-0.2305,-0.1147,1.0254,5,1.9531,-11.9019,14.2212,68,1.1346,1.1396,2.4661,-4.741,27,0.8384,7888,4.0755,-31.7841
rg,1625266149895384544,1,-0.2249,-0.1125,1.0181,6,1.8311,-12.5732,14.6484,68,1.1346,1.1396,2.4048,-4.7008,27,0.8384,7945,4.0755,-31.1604
rg,1625266149895404210,1,-0.2344,-0.1101,1.0256,7,1.4648,-10.7422,13.1226,68,1.1346,1.1356,2.4296,-4.6727,27,0.8384,7939,4.0755,-30.6036
rg,1625266149895421914,1,-0.2253,-0.1121,1.0251,8,1.0986,-10.6812,12.8174,68,1.1346,1.1396,2.4362,-4.6651,27,0.8374,7950,4.0755,-30.0597
rg,1625266149895441618,1,-0.2341,-0.1128,1.0237,9,1.1597,-11.5356,12.6343,68,1.1346,1.1396,2.4243,-4.6598,27,0.8384,7940,4.0755,-29.5202
rg,1625266149895459562,1,-0.2231,-0.1089,1.021,10,1.2817,-12.6953,14.2822,68,1.1346,1.1376,2.3531,-4.6373,27,0.8384,8144,4.0755,-28.9111
rg,1625266149895479006,1,-0.2249,-0.1162,1.0308,11,1.4648,-10.8643,15.1367,68,1.1346,1.1396,2.3588,-4.6209,27,0.8384,8020,4.0755,-28.2745
rg,1625266149895498210,1,-0.2478,-0.1157,1.0366,12,1.8921,-8.667,12.6343,68,1.1356,1.1396,2.5005,-4.5679,27,0.8384,7992,4.0755,-27.7043
rg,1625266149895516562,1,-0.2334,-0.103,1.0081,13,3.9673,-13.4277,14.5874,68,1.1346,1.1396,2.3962,-4.4335,27,0.8384,33342,4.0755,-27.0814
rg,1625266149895533562,1,-0.2244,-0.103,1.022,14,2.9907,-12.5732,14.1602,68,1.1346,1.1396,2.3301,-4.3395,27,0.8384,8153,4.0755,-26.4792
rg,1625266149895550506,1,-0.2148,-0.1243,1.0413,15,1.5869,-12.207,13.855,68,1.1346,1.1396,2.251,-4.3472,27,0.8384,8071,4.0755,-25.8929
rg,1625266149895567784,1,-0.2244,-0.1204,1.0378,16,2.3804,-11.5967,13.0615,68,1.1346,1.1396,2.2709,-4.3278,27,0.8384,8110,4.0755,-25.3095
rg,1625266149895584840,1,-0.2329,-0.1147,1.0525,17,2.6855,-10.8643,15.9912,68,1.1346,1.1396,2.2857,-4.2662,27,0.8384,8185,4.0755,-24.641
rg,1625266149895601544,1,-0.2996,-0.114,1.0149,18,4.0894,-4.6997,16.2354,68,1.1346,1.1396,2.6972,-4.1548,27,0.8394,8152,4.0755,-23.9814
rg,1625266149895618618,1,-0.3418,-0.0979,1.0154,19,3.0518,-3.8452,18.8599,68,1.1346,1.1396,3.2682,-4.0682,27,0.8394,8175,4.0755,-23.1812
rg,1625266149895635118,1,-0.396,-0.1023,1.0295,20,1.1597,-9.2773,22.0337,68,1.1346,1.1396,3.6495,-4.0257,27,0.8394,8208,4.0755,-22.2771
rg,1625266149895651544,1,-0.436,-0.1038,1.0125,21,5.0049,-21.8506,22.644,68,1.1346,1.1376,3.6005,-3.8306,27,0.8394,8187,4.0755,-21.3142
rg,1625266149895689969,1,-0.3811,0.0046,1.0173,22,6.5308,-27.771,23.0103,68,1.1346,1.1346,2.8912,-3.4452,27,0.8384,8232,4.0755,-20.2006
rg,1625266149895708451,1,0.1643,-1.4946,0.8086,23,-79.9561,-80.2002,9.3384,193,0.7694,0.6183,-0.5273,-8.5293,27,0.8284,11153,3.9919,-19.5793
rg,1625266149895725747,1,0.2004,-1.4863,0.7097,24,-30.7617,-48.8281,2.5024,193,0.7774,0.6363,-1.1139,-10.14,27,0.8354,8358,3.9919,-19.7209
