name,time,activity,ax,ay,az,batch_val,gx,gy,gz,ibat,index,middle,pitch,roll,temp,thumb,ts,vbat,yaw
rg,1624907293563633805,1,0.5239,0.1892,0.7644,1,-28.9917,51.5747,-13.4277,54,1.1836,0.7133,-25.313,-46.6842,31,0.6433,19136,3.7829,-58.1656
rg,1624907293563683236,1,0.488,0.2224,0.7456,2,-27.1606,54.8096,-16.0522,54,1.1836,0.7123,-24.9623,-44.9047,31,0.6463,8187,3.7829,-61.237
rg,1624907293563705236,1,0.4773,0.2253,0.7471,3,-29.0527,56.5186,-18.2495,54,1.1846,0.7133,-24.5288,-43.2031,31,0.6483,7497,3.7829,-64.3657
rg,1624907293563726282,1,0.4341,0.1833,0.783,4,-34.4849,59.8145,-18.4326,54,1.1846,0.7133,-23.784,-41.772,31,0.6503,7615,3.7829,-67.5129
rg,1624907293563745768,1,0.4077,0.1553,0.7942,5,-36.5601,62.8662,-17.7002,54,1.1856,0.7133,-22.7983,-40.5162,31,0.6523,7495,3.7829,-70.6249
rg,1624907293563764832,1,0.3396,0.1299,0.8091,6,-38.6353,65.918,-12.9395,54,1.1856,0.7133,-21.3892,-39.4725,31,0.6533,7680,3.7829,-73.5675
rg,1624907293563783089,1,0.3337,0.1033,0.8293,7,-37.4756,65.7349,-10.498,54,1.1856,0.7133,-19.9267,-38.6154,31,0.6543,7557,3.7829,-76.1361
rg,1624907293563803107,1,0.3591,0.0862,0.8801,8,-36.9873,58.7158,-7.5684,54,1.1856,0.7133,-18.7113,-37.9579,31,0.6553,9218,3.7829,-78.3793
rg,1624907293563821639,1,0.3723,0.0723,0.8882,9,-37.2314,52.4902,-7.0801,54,1.1856,0.7133,-17.5613,-37.4492,31,0.6563,7649,3.7829,-80.4572
rg,1624907293563844685,1,0.3667,0.0261,0.9302,10,-37.6587,52.3071,-7.9346,54,1.1856,0.7133,-16.3915,-37.0884,31,0.6563,7789,3.7829,-82.4767
rg,1624907293563866428,1,0.3411,-0.0005,0.9263,11,-35.6445,52.063,-8.2397,54,1.1856,0.7143,-15.2016,-36.7401,31,0.6573,7612,3.7829,-84.4369
rg,1624907293563889107,1,0.3313,-0.0242,0.959,12,-31.25,47.5464,-9.1553,54,1.1846,0.7133,-14.1512,-36.3232,31,0.6573,7803,3.7829,-86.2569
