name,time,activity,ax,ay,az,batch_val,gx,gy,gz,ibat,index,middle,pitch,roll,temp,thumb,ts,vbat,yaw
lg,1625493577974107791,0,0.6787,-0.2368,0.7656,1,1.2817,-12.6343,-0.3052,76,1.0075,0.4282,-46.6579,-3.1659,26,0.036,19077,3.9347,-155.4322
lg,1625493577974150253,0,0.6523,-0.2217,0.7961,2,1.8921,-3.54,3.1128,76,1.0085,0.4272,-46.4765,-3.7859,26,0.036,8273,3.9347,-154.8316
lg,1625493577974170549,0,0.5923,-0.1895,0.8181,3,2.8076,-6.4087,5.0659,76,1.0085,0.4252,-46.2768,-4.3353,26,0.037,7749,3.9347,-154.1977
lg,1625493577974190067,0,0.595,-0.1384,0.8289,4,0.5493,-10.376,5.188,76,1.0085,0.4222,-46.3851,-4.8904,26,0.036,7879,3.9347,-153.6796
lg,1625493577974209474,0,0.5918,-0.1433,0.8269,5,-5.188,-15.3809,2.7466,76,1.0085,0.4152,-46.5356,-5.4992,26,0.037,7808,3.9347,-153.2734
lg,1625493577974228178,0,0.542,-0.1545,0.8367,6,-10.6201,-12.6343,-0.6714,76,1.0075,0.4082,-46.4806,-6.1835,26,0.037,7843,3.9347,-153.0666
lg,1625493577974246307,0,0.5046,-0.1616,0.812,7,-13.7939,-13.0005,-1.8311,76,1.0035,0.3992,-46.5153,-7.0202,26,0.037,7954,3.9347,-153.0137
lg,1625493577974264159,0,0.48,-0.1594,0.8455,8,-20.813,-23.4375,-4.8828,76,1.0005,0.3922,-46.7787,-7.9487,26,0.038,7894,3.9347,-152.9923
lg,1625493577974281881,0,0.5176,-0.1284,0.8354,9,-27.9541,-37.9028,-10.437,76,0.9935,0.3842,-47.7192,-8.885,26,0.039,8036,3.9347,-153.2539
lg,1625493577974300028,0,0.5452,-0.0955,0.8381,10,-31.6772,-42.2363,-13.6108,76,0.9845,0.3762,-48.9754,-9.8432,26,0.039,7829,3.9347,-153.8766
lg,1625493577974318565,0,0.5957,-0.1072,0.8557,11,-41.3818,-43.0908,-19.104,76,0.9735,0.3672,-50.222,-10.8223,26,0.039,8052,3.9347,-154.6747
lg,1625493577974336546,0,0.5972,-0.1174,0.8389,12,-47.0581,-40.2832,-25.1465,76,0.9585,0.3592,-51.3862,-11.7115,26,0.04,7934,3.9347,-155.8648
lg,1625493577974354287,0,0.5872,-0.1504,0.8284,13,-48.7061,-37.2925,-27.5269,76,0.9395,0.3512,-52.3921,-12.4932,26,0.04,8047,3.9347,-157.3323
lg,1625493577974372194,0,0.5789,-0.1709,0.8708,14,-48.8281,-36.438,-31.311,76,0.9104,0.3442,-53.3168,-13.1583,26,0.04,8399,3.9347,-158.8974
lg,1625493577974389231,0,0.3965,-0.5178,0.8269,15,94.0552,-17.5171,11.1694,96,0.4772,0.2691,-52.8158,-11.3557,26,0.024,13710,3.916,-156.9694
lg,1625493577974407193,0,0.3137,-0.4578,0.8564,16,95.7031,-21.2402,10.5591,96,0.4312,0.2451,-52.3451,-9.3481,26,0.025,8206,3.916,-155.1672
lg,1625493577974424397,0,0.345,-0.416,0.8682,17,93.3228,-27.0996,17.334,96,0.4032,0.2301,-52.1483,-7.7316,26,0.023,8048,3.916,-152.9673
lg,1625493577974442989,0,0.426,-0.3669,0.8403,18,79.2847,-41.5039,20.2026,96,0.3782,0.2211,-52.6966,-6.8303,26,0.022,7987,3.916,-150.5483
lg,1625493577974460026,0,0.5522,-0.3252,0.8262,19,62.0117,-42.4805,23.5596,96,0.3522,0.2161,-53.4903,-6.6961,26,0.025,9031,3.916,-147.989
lg,1625493577974476859,0,0.6355,-0.3137,0.8372,20,42.1753,-25.5127,26.5503,96,0.3372,0.2111,-53.6884,-7.3648,26,0.025,9546,3.916,-145.3896
lg,1625493577974494118,0,0.6714,-0.3018,0.8462,21,31.6772,-15.686,24.6582,96,0.3342,0.2101,-52.8799,-8.3424,26,0.026,8142,3.916,-143.354
lg,1625493577974511173,0,0.6589,-0.3411,0.884,22,11.3525,8.8501,18.2495,96,0.3402,0.2111,-51.7389,-9.4203,26,0.029,8118,3.916,-141.7274
lg,1625493577974529136,0,0.5454,-0.3433,0.8958,23,0.4883,26.9775,6.6528,96,0.3532,0.2151,-49.8036,-10.1152,26,0.035,8206,3.916,-141.1169
lg,1625493577974546506,0,0.4473,-0.2834,0.8755,24,-14.7705,28.9917,-3.1128,96,0.3792,0.2231,-47.7797,-10.7359,26,0.036,8172,3.916,-141.3093
lg,1625493577974563524,0,0.4739,-0.2954,0.8848,25,-24.4751,22.9492,-7.3853,130,0.4142,0.2331,-46.137,-11.5975,26,0.041,8149,3.8401,-141.711
lg,1625493577974581468,0,0.4814,-0.3254,0.8567,26,-39.4897,29.8462,-11.2305,130,0.4512,0.2461,-44.3623,-12.9146,26,0.037,8301,3.8401,-142.3809
lg,1625493577974602671,0,0.3284,-0.3533,0.8708,27,-54.3213,41.0767,-13.5498,130,0.4992,0.2641,-41.9518,-14.6651,26,0.032,8170,3.8401,-143.3373
lg,1625493577974622745,0,0.269,-0.4111,0.9084,28,-58.8989,33.02,-14.2212,130,0.5693,0.2921,-40.2376,-16.9715,26,0.033,8338,3.8401,-144.0002
lg,1625493577974640189,0,0.2415,-0.5325,0.9231,29,-56.8848,9.3384,-15.564,130,0.6593,0.3342,-39.0536,-19.2756,26,0.034,8226,3.8401,-144.5288
lg,1625493577974657041,0,0.2,-0.6074,0.896,30,-41.1987,-6.2256,-17.0288,130,0.7664,0.3842,-38.4684,-21.1876,26,0.032,8368,3.8401,-144.7965
lg,1625493577974674670,0,0.1538,-0.5173,0.8108,31,-28.5645,-19.5923,-16.2964,130,0.8584,0.4342,-38.3384,-22.6237,26,0.032,8250,3.8401,-144.8612
lg,1625493577974692448,0,0.2043,-0.458,0.7793,32,-24.7803,-30.1514,-14.0381,130,0.9225,0.4742,-38.6828,-23.9497,26,0.032,8487,3.8401,-144.685
lg,1625493578375320884,0,0.4539,-0.4192,0.8479,33,7.6904,-21.1182,-8.4229,130,0.9875,0.5263,-39.0659,-23.7716,26,0.027,24325,3.8401,-144.575
lg,1625493578375369457,0,0.5347,-0.4561,0.8799,34,6.2256,-13.6108,-5.5542,130,1.0045,0.5343,-39.221,-23.692,26,0.028,9333,3.8401,-144.4539
lg,1625493578375391568,0,0.3972,-0.429,0.8291,35,13.916,4.4556,-1.0376,130,1.0135,0.5403,-38.4373,-23.2157,26,0.028,15496,3.8401,-144.4861
lg,1625493578375411715,0,0.3962,-0.3926,0.7883,36,17.1509,4.7607,2.3804,130,1.0155,0.5353,-37.6627,-22.6869,26,0.026,7821,3.8401,-144.3767
lg,1625493578375432048,0,0.4089,-0.3948,0.7747,37,22.7051,15.2588,10.1929,130,1.0155,0.5123,-36.4517,-22.0801,26,0.026,8755,3.8401,-144.078
lg,1625493578375469455,0,0.2664,-0.4231,0.813,38,26.2451,20.6299,16.7236,130,1.0045,0.4732,-34.6553,-21.5086,26,0.027,7822,3.8401,-143.5393
lg,1625493578375490047,0,0.2773,-0.5154,0.8779,39,35.0952,8.5449,16.9067,130,0.9565,0.4282,-33.4192,-20.9263,26,0.026,7923,3.8401,-142.6528
lg,1625493578375508806,0,0.3018,-0.5754,0.9771,40,63.9038,-8.8501,10.498,130,0.8614,0.3792,-32.8981,-19.1542,26,0.026,8380,3.8401,-141.7829
lg,1625493578375527288,0,0.3384,-0.5608,1.0188,41,79.7119,-24.5361,7.9956,130,0.7774,0.3442,-33.0907,-16.8126,26,0.031,8515,3.8401,-140.8044
lg,1625493578375544935,0,0.3853,-0.4683,0.9741,42,85.6323,-33.8135,14.4043,130,0.7143,0.3232,-33.7125,-14.4045,26,0.031,7913,3.8401,-139.4728
lg,1625493578375562694,0,0.4509,-0.4343,0.9148,43,84.2896,-35.9497,18.3105,130,0.6673,0.3092,-34.5695,-12.2338,26,0.033,7837,3.8401,-137.9344
lg,1625493578375580176,0,0.5864,-0.364,0.8855,44,73.9136,-31.189,24.231,130,0.6283,0.2981,-35.4833,-10.5415,26,0.033,8047,3.8401,-136.2324
lg,1625493578375597509,0,0.6211,-0.3298,0.8291,45,61.0962,-11.4136,23.7427,130,0.5833,0.2881,-35.7547,-9.2756,26,0.032,11813,3.8401,-134.7244
lg,1625493578375615879,0,0.5337,-0.2852,0.875,46,44.8608,16.7847,23.5596,130,0.5593,0.2841,-34.7318,-8.4392,26,0.033,8043,3.8401,-133.493
lg,1625493578375634601,0,0.4778,-0.2825,0.8413,47,21.3013,36.438,25.8179,130,0.5543,0.2831,-32.8993,-8.5506,26,0.036,9501,3.8401,-132.2812
lg,1625493578375654397,0,0.3647,-0.3545,0.8613,48,13.5498,40.5884,24.8413,130,0.5513,0.2821,-30.5645,-9.1032,26,0.032,8102,3.8401,-131.2117
lg,1625493578375671304,0,0.2361,-0.3499,0.8953,49,8.5449,49.6216,22.3389,130,0.5493,0.2811,-27.8337,-9.6058,26,0.032,7979,3.8401,-130.302
lg,1625493578375689822,0,-0.0122,-0.3503,0.8914,50,5.4932,28.5034,21.6675,130,0.5503,0.2811,-25.4982,-10.2329,26,0.032,8809,3.8401,-129.3284
lg,1625493578375708229,0,0.1895,-0.3606,0.9031,51,1.0376,-37.1704,16.6016,130,0.5563,0.2831,-26.2753,-11.1316,26,0.031,8442,3.8401,-128.0858
