name,time,activity,ax,ay,az,batch_val,gx,gy,gz,ibat,index,middle,pitch,roll,temp,thumb,ts,vbat,yaw
rg,1624882390971004188,1,-0.165,-0.2002,1.1733,1,-28.9307,-39.0015,-22.7661,64,1.0855,1.4737,-4.1163,-12.9419,29,0.9505,19683,4.1052,136.7121
rg,1624882390971035114,1,-0.1545,-0.1902,1.1572,2,-31.0669,-36.8652,-22.8271,64,1.0855,1.4707,-5.303,-13.9913,29,0.9495,8524,4.1052,136.1527
rg,1624882390971055800,1,-0.1484,-0.1904,1.1616,3,-35.7666,-34.9731,-21.1792,64,1.0855,1.4687,-6.3745,-15.1807,29,0.9495,7958,4.1052,135.6618
rg,1624882390971075651,1,-0.1338,-0.2151,1.1311,4,-41.748,-30.7007,-20.9351,64,1.0855,1.4677,-7.2697,-16.6097,29,0.9485,8003,4.1052,135.1647
rg,1624882390971094262,1,-0.1113,-0.2419,1.1377,5,-44.6167,-30.5786,-19.5312,64,1.0865,1.4667,-8.1995,-18.1931,29,0.9485,7951,4.1052,134.7586
rg,1624882390971112114,1,-0.0796,-0.2812,1.1404,6,-48.8892,-23.0713,-20.0806,64,1.0855,1.4657,-8.8554,-19.8947,29,0.9475,8152,4.1052,134.2644
rg,1624882390971129522,1,-0.0913,-0.3086,1.1497,7,-53.6499,-12.7563,-20.5078,64,1.0855,1.4657,-9.1023,-21.7404,29,0.9475,8119,4.1052,133.6337
rg,1624882390971146207,1,-0.0984,-0.3276,1.1719,8,-56.0303,-7.9346,-22.644,64,1.0855,1.4657,-9.1815,-23.6364,29,0.9475,8018,4.1052,132.8681
rg,1624882390971163670,1,-0.1226,-0.345,1.1636,9,-58.7769,-4.8218,-25.6348,64,1.0855,1.4647,-9.1996,-25.5512,29,0.9465,8032,4.1052,131.9501
rg,1624882390971182003,1,-0.1084,-0.3435,1.1448,10,-62.6831,-10.1318,-25.2686,64,1.0855,1.4627,-9.4525,-27.5717,29,0.9475,8032,4.1052,131.1518
rg,1624882390971200540,1,-0.0857,-0.3748,1.0945,11,-63.7817,-10.376,-26.7944,64,1.0845,1.4617,-9.8491,-29.63,29,0.9465,8560,4.1052,130.1488
rg,1624882390971218577,1,-0.0774,-0.3716,1.0723,12,-63.9038,-9.0332,-30.9448,64,1.0845,1.4607,-10.2333,-31.621,29,0.9475,8185,4.1052,129.1914
rg,1624882390971235503,1,-0.1643,-0.7239,0.4211,13,88.501,-15.3809,3.8452,141,0.8164,0.5863,-9.9559,-29.8801,29,0.9124,10790,4.0711,129.8381
rg,1624882390971252688,1,-0.1975,-0.6855,0.3984,14,50.5371,-24.7192,6.3477,141,0.8164,0.6083,-9.8181,-29.098,29,0.9154,8181,4.0711,130.7588
rg,1624882390971269855,1,-0.1348,-0.5903,0.4167,15,-38.0859,-73.8525,5.7373,141,0.7844,0.6123,-11.4765,-31.9093,29,0.9154,8058,4.0711,132.6398
rg,1624882390971287022,1,-0.0078,-0.7483,0.5867,16,-136.4136,-122.2534,-20.752,141,0.7534,0.5943,-15.4676,-38.6434,29,0.9114,8012,4.0711,134.9836
rg,1624882390971304059,1,0.0605,-0.939,0.5693,17,-152.5269,-127.1362,-18.4326,141,0.7344,0.4952,-19.2199,-46.4246,29,0.9024,8210,4.0711,138.205
rg,1624882390971321633,1,0.2949,-1.3718,0.6716,18,-149.292,-123.5352,29.48,141,0.7274,0.4292,-21.1097,-54.7472,29,0.8964,8115,4.0711,143.2764
rg,1624882390971338855,1,0.427,-1.4053,0.645,19,0.7935,-48.5229,58.5938,141,0.7254,0.4232,-20.0536,-56.2289,29,0.8944,8186,4.0711,146.5501
rg,1624882390971355577,1,0.4656,-1.3625,0.2769,20,62.1338,-33.2642,76.7822,141,0.7254,0.4132,-18.5132,-55.2315,29,0.8894,8384,4.0711,149.7084
rg,1624882390971372485,1,0.6204,-1,0.4041,21,110.4736,3.9062,67.5659,141,0.7234,0.3992,-16.7167,-51.7341,29,0.8864,8162,4.0711,151.3824
rg,1624882390971389281,1,0.2036,-0.4656,0.2234,22,164.7949,62.3169,-17.5781,141,0.7234,0.3922,-15.805,-44.9502,29,0.8834,8375,4.0711,149.0785
rg,1624882390971406040,1,-0.0698,-0.0933,0.0908,23,166.8701,73.7915,-41.5649,141,0.7244,0.3922,-12.5986,-37.9034,29,0.8814,8148,4.0711,144.9243
rg,1624882390971422948,1,-0.1753,0.0132,0.071,24,123.5352,125.4272,-40.7104,189,0.7254,0.3962,-7.2592,-31.6114,30,0.8804,8344,4.0183,140.649
