name,time,activity,ax,ay,az,batch_val,gx,gy,gz,ibat,index,middle,pitch,roll,temp,thumb,ts,vbat,yaw
rg,1625424653675276242,1,0.0933,-0.0286,1.0876,1,0.8545,2.8687,18.7988,98,1.1376,1.1906,-14.7981,-5.8783,28,0.8424,20040,4.0216,69.7943
rg,1625424653675307237,1,0.0576,-0.0061,1.0889,2,-2.8687,2.8687,20.9351,98,1.1366,1.1906,-14.1341,-5.9762,28,0.8414,8581,4.0216,70.5832
rg,1625424653675327969,1,0.052,-0.0022,1.0845,3,-6.0425,-3.0518,24.4751,98,1.1366,1.1906,-13.715,-6.2532,28,0.8404,7927,4.0216,71.5474
rg,1625424653675347718,1,0.061,-0.0178,1.0886,4,-10.8643,-10.0708,24.292,98,1.1366,1.1906,-13.5893,-6.7137,28,0.8404,7948,4.0216,72.5343
rg,1625424653675366764,1,0.0647,-0.0549,1.1143,5,-17.0898,-17.334,22.7051,98,1.1366,1.1906,-13.7562,-7.4744,28,0.8414,7941,4.0216,73.5098
rg,1625424653675385421,1,0.075,-0.0771,1.135,6,-18.5547,-20.6909,20.874,98,1.1366,1.1906,-14.0629,-8.2984,28,0.8404,7940,4.0216,74.441
rg,1625424653675403262,1,0.0967,-0.1187,1.1619,7,-17.8223,-27.3438,16.6626,98,1.1376,1.1906,-14.6687,-9.1167,28,0.8394,7967,4.0216,75.2649
rg,1625424653675420121,1,0.1179,-0.1035,1.1899,8,-15.686,-36.377,16.9678,98,1.1366,1.1906,-15.6292,-9.816,28,0.8404,8174,4.0216,76.1615
rg,1625424653675447448,1,0.1592,-0.0901,1.2234,9,-17.334,-38.6353,17.334,98,1.1366,1.1896,-16.6967,-10.5522,28,0.8384,7981,4.0216,77.0927
rg,1625424653675465716,1,0.2305,-0.0312,1.2576,10,-18.1885,-29.6631,23.3154,98,1.1366,1.1896,-17.4363,-11.2541,28,0.8394,8062,4.0216,78.1768
rg,1625424653675484076,1,0.2966,0.0369,1.2915,11,-27.771,-10.6812,29.1748,98,1.1376,1.1896,-17.4511,-12.2274,28,0.8384,8200,4.0216,79.3074
rg,1625424653675501528,1,0.3198,0.0388,1.3035,12,-34.729,1.1597,29.3579,98,1.1366,1.1896,-17.0172,-13.4051,28,0.8384,8073,4.0216,80.3252
rg,1625424653675518739,1,0.3425,0.0391,1.2878,13,-54.2603,36.7432,25.6348,98,1.1366,1.1896,-15.2823,-15.1512,28,0.8374,8260,4.0216,80.8027
rg,1625424653675535580,1,0.2261,-0.0117,1.271,14,-73.9746,73.8525,19.104,98,1.1366,1.1916,-12.0582,-17.492,28,0.8364,8113,4.0216,80.541
rg,1625424653675552588,1,0.1272,-0.043,1.2844,15,-82.9468,83.9844,14.4043,98,1.1366,1.1926,-8.3061,-20.1521,28,0.8354,8134,4.0216,79.8658
rg,1625424653675569521,1,-0.0652,-0.1184,1.2837,16,-91.6748,82.0312,10.1318,98,1.1366,1.1926,-4.6924,-23.1207,28,0.8334,8146,4.0216,78.9271
rg,1625424653675586362,1,-0.2126,-0.1697,1.2742,17,-93.5669,46.6309,5.6763,98,1.1366,1.1926,-2.3664,-26.2094,28,0.8324,8354,4.0216,78.2877
rg,1625424653675603240,1,-0.2407,-0.179,1.2717,18,-93.689,18.0054,4.1504,98,1.1366,1.1936,-2.1818,-29.2557,28,0.8304,8163,4.0216,78.6375
rg,1625424653675620600,1,-0.2119,-0.2075,1.2664,19,-92.9565,-41.5649,5.6152,98,1.1366,1.1936,-3.0408,-32.2386,28,0.8284,8227,4.0216,79.6429
rg,1625424653675638182,1,-0.1091,-0.2134,1.2166,20,-92.2241,-80.1392,9.0332,98,1.1366,1.1946,-5.184,-35.1991,28,0.8264,8193,4.0216,81.6778
rg,1625424653675655152,1,-0.0117,-0.2141,1.1753,21,-91.4307,-105.5298,13.3057,98,1.1366,1.1946,-8.0254,-38.2183,28,0.8254,8297,4.0216,84.5581
