name,time,activity,ax,ay,az,batch_val,gx,gy,gz,ibat,index,middle,pitch,roll,temp,thumb,ts,vbat,yaw
rg,1625400109448537358,1,0.4563,0.4487,0.8069,1,4.6387,13.0005,-13.7329,64,1.0805,0,-8.6527,34.8441,24,0.6413,19384,4.0282,94.0274
rg,1625400109448733209,1,0.4573,0.447,0.813,2,4.3335,13.3667,-14.2822,64,1.0825,0,-8.575,34.8165,24,0.6413,8484,4.0282,93.8991
rg,1625400109449258283,1,0.4607,0.4551,0.8171,3,4.4556,13.4277,-14.8315,64,1.0825,-0.001,-8.5502,34.8046,24,0.6433,7927,4.0282,93.7597
rg,1625400109449314154,1,0.4622,0.4521,0.8179,4,4.1504,12.8174,-14.7705,64,1.0805,0,-8.4862,34.7802,24,0.6423,7765,4.0282,93.6007
rg,1625400109449350135,1,0.4536,0.4561,0.821,5,4.0894,12.3291,-14.7095,64,1.0825,0,-8.4219,34.7585,24,0.6433,7924,4.0282,93.4313
rg,1625400109449390339,1,0.4529,0.4575,0.8186,6,3.8452,12.6343,-15.1367,64,1.0825,0,-8.3356,34.7451,24,0.6423,7926,4.0282,93.2516
rg,1625400109449435024,1,0.448,0.469,0.825,7,3.479,10.9253,-13.6108,64,1.0785,0,-8.3286,34.7191,24,0.6423,7975,4.0282,93.0822
rg,1625400109449472432,1,0.4487,0.4775,0.8208,8,1.8311,9.7656,-14.0381,64,1.0825,0,-8.3507,34.6548,24,0.6433,7961,4.0282,92.8682
rg,1625400109449512413,1,0.45,0.4788,0.8269,9,1.0986,9.5215,-13.9771,64,1.0825,0,-8.3789,34.56,24,0.6433,7965,4.0282,92.6504
rg,1625400109449552728,1,0.4521,0.4741,0.833,10,0.1831,8.0566,-14.9536,64,1.0835,0,-8.4341,34.4268,24,0.6423,7963,4.0282,92.3671
rg,1625400109449592821,1,0.4502,0.4666,0.8293,11,-2.0142,5.7983,-14.5264,64,1.0825,0,-8.5745,34.2068,24,0.6423,8999,4.0282,92.0459
rg,1625400109449630135,1,0.4536,0.4575,0.8228,12,-3.0518,4.3945,-15.1367,64,1.0825,0,-8.759,33.953,24,0.6433,9545,4.0282,91.6711
rg,1625400109449661080,1,0.4509,0.4507,0.8254,13,-3.1128,3.3569,-14.5874,64,1.0825,0,-9.0015,33.6905,24,0.6433,8003,4.0282,91.2908
rg,1625400109449695839,1,0.4648,0.448,0.8284,14,-2.9907,3.2349,-15.7471,64,1.0805,0,-9.2191,33.4455,24,0.6423,8040,4.0282,90.8666
rg,1625400109449732246,1,0.46,0.4534,0.8325,15,-2.1973,3.7842,-16.2354,64,1.0825,0,-9.3862,33.2488,24,0.6433,8052,4.0282,90.4341
rg,1625400109449764598,1,0.4666,0.4595,0.844,16,-2.0142,2.9297,-15.9302,64,1.0825,0,-9.5832,33.0564,24,0.6433,8063,4.0282,89.9926
rg,1625400109449793746,1,0.459,0.4761,0.8486,17,-1.709,1.5259,-16.6016,64,1.0795,0,-9.7824,32.9325,24,0.6423,8098,4.0282,89.4882
rg,1625400109449830969,1,0.4697,0.4814,0.8533,18,-3.0518,-0.9766,-15.9912,64,1.0825,0,-10.0859,32.7734,24,0.6443,8114,4.0282,88.9469
rg,1625400109449867746,1,0.4668,0.4949,0.8528,19,-3.7842,-1.2207,-15.9302,64,1.0825,0,-10.3746,32.6242,24,0.6433,8113,4.0282,88.3952
rg,1625400109449906895,1,0.4583,0.4937,0.873,20,-5.6763,-2.7466,-15.9912,64,1.0795,0,-10.6774,32.3856,24,0.6423,8147,4.0282,87.8114
rg,1625400109449936117,1,0.4346,0.4919,0.8835,21,-6.5918,-6.2256,-15.3809,64,1.0835,0,-11.0512,32.1183,24,0.6443,8153,4.0282,87.1727
rg,1625400109449970024,1,0.4407,0.4912,0.9021,22,-7.2632,-9.2163,-15.8081,64,1.0825,0,-11.7301,31.7997,24,0.6443,8216,4.0282,86.4245
rg,1625400109449999450,1,0.4775,0.4998,0.9043,23,-7.9956,-15.0757,-12.9395,64,1.0815,0,-12.4804,31.5293,24,0.6433,8218,4.0282,85.6751
rg,1625400109450040469,1,0.4592,0.5042,0.9087,24,-10.2539,-14.2212,-14.7095,64,1.0835,0,-13.102,31.2002,24,0.6443,8302,4.0282,84.88
rg,1625400109450271950,1,0.4492,0.522,0.8992,25,-11.5356,-15.2588,-14.5264,64,1.0825,0,-13.7752,30.822,24,0.6443,8311,4.0282,84.0609
rg,1625400109450342283,1,0.45,0.5249,0.8999,26,-15.0757,-18.3716,-14.2212,64,1.0815,0,-14.4895,30.4087,24,0.6433,8297,4.0282,83.1784
rg,1625400109450388950,1,0.4353,0.5254,0.9004,27,-18.1885,-23.0103,-15.3198,64,1.0835,0,-15.2927,29.9336,24,0.6433,8346,4.0282,82.1558
rg,1625400109450420469,1,0.4463,0.5435,0.8889,28,-21.3013,-28.6865,-16.4795,64,1.0795,0,-16.2664,29.4555,24,0.6453,8337,4.0282,80.9574
rg,1625400109450456339,1,0.4619,0.5481,0.8955,29,-23.7427,-31.8604,-17.8223,64,1.0835,0,-17.3127,28.9139,24,0.6443,8381,4.0282,79.6499
rg,1625400109450491395,1,0.4563,0.5269,0.9133,30,-27.5879,-32.959,-19.165,64,1.0815,0,-18.3345,28.2658,24,0.6433,8398,4.0282,78.2704
rg,1625400109450522024,1,0.4207,0.5173,0.8979,31,-30.3345,-36.377,-19.8364,64,1.0825,0,-19.3871,27.5861,24,0.6443,9179,4.0282,76.7902
rg,1625400109450555858,1,0.3826,-0.5693,0.9741,32,13.2446,-29.7241,-16.4185,94,1.0655,0,-20.4425,26.5812,24,0.6433,14714,3.9875,76.2442
rg,1625400109785862746,1,0.144,-0.4155,0.8843,33,4.2114,29.3579,-21.2402,94,1.0665,0,-18.6641,24.669,24,0.6473,25602,3.9875,76.5025
rg,1625400109785908894,1,-0.0447,-0.2065,0.7222,34,-30.6396,-7.2021,-23.3154,94,1.0625,0,-18.3784,21.6916,24,0.6413,14251,3.9875,75.7564
rg,1625400109785930487,1,-0.01,-0.1782,0.7593,35,-61.2183,-33.8745,-23.3765,94,1.0615,0,-19.188,18.1282,24,0.6433,7977,3.9875,74.761
rg,1625400109785949728,1,0.6494,-0.5383,0.6108,36,-10.1929,-44.8608,-13.916,94,1.0625,0,-21.7578,16.4795,24,0.6463,7796,3.9875,74.1816
rg,1625400109785970876,1,0.1792,-0.6003,1.0295,37,-44.3726,-0.6714,-27.3438,94,1.0615,0,-21.226,13.3756,24,0.6473,7834,3.9875,73.6883
rg,1625400109785989894,1,0.0237,-0.9688,1.1436,38,-19.2261,-3.7842,-26.4893,94,1.0615,0,-21.4312,11.4403,24,0.6483,8030,3.9875,73.1269
rg,1625400109786008617,1,0.6494,-0.3315,0.7954,39,9.9487,-41.0156,-22.0337,94,1.0615,0,-23.5769,11.2261,24,0.6503,9288,3.9875,72.2495
rg,1625400109786027580,1,0.4436,-0.5706,0.9453,40,1.0986,28.6865,-15.8081,94,1.0585,-0.001,-22.4792,9.9015,24,0.6503,8686,3.9875,72.4284
rg,1625400109786046709,1,0.2307,-0.3867,0.8396,41,3.7842,47.3022,-10.9253,94,1.0605,0,-20.2831,8.6957,24,0.6513,12191,3.9875,72.835
rg,1625400109786099894,1,0.1785,-0.3828,0.832,42,-3.9673,45.5322,-9.1553,94,1.0605,0,-18.1889,7.2763,24,0.6523,7905,3.9875,73.1719
rg,1625400109786123691,1,0.1418,-0.4727,0.8792,43,-12.9395,36.5601,-13.9771,94,1.0605,0,-16.4022,5.5167,24,0.6543,7904,3.9875,73.1879
rg,1625400109786142487,1,0.0198,-0.5818,0.9836,44,-17.1509,27.5879,-21.3013,94,1.0615,0,-14.7495,3.6586,24,0.6543,9725,3.9875,72.7859
rg,1625400109786160876,1,-0.0239,-0.6438,1.0208,45,-13.6108,17.7612,-20.5078,94,1.0615,0,-13.4839,1.9448,24,0.6553,7999,3.9875,72.3214
rg,1625400109786180431,1,0.0212,-0.677,1.0112,46,2.2583,-10.0708,-18.6768,94,1.0615,-0.001,-13.4709,0.8555,24,0.6573,8541,3.9875,71.8599
rg,1625400109786199839,1,0.2332,-0.7891,1.0842,47,24.7192,-26.3062,-16.1743,94,1.0625,0,-14.469,0.6231,24,0.6593,8495,3.9875,71.5042
rg,1625400109786219339,1,0.3525,-0.7876,1.0513,48,42.9688,-25.2686,-14.7095,94,1.0655,0,-15.9208,1.1502,24,0.6613,8086,3.9875,71.2169
rg,1625400109786237580,1,0.7131,-0.7498,0.9583,49,73.4253,-5.9204,-13.7939,94,1.0655,-0.001,-16.8254,2.9552,24,0.6603,8258,3.9875,70.9792
rg,1625400109786255598,1,0.5867,-0.5447,0.8406,50,84.4116,47.3633,-36.0107,94,1.0685,0,-15.4788,5.5041,24,0.6603,7952,3.9875,69.9642
rg,1625400109786273709,1,0.3562,-0.4802,0.8257,51,80.0171,73.4253,-41.9312,94,1.0675,0,-12.3236,7.6727,24,0.6583,8155,3.9875,68.9616
rg,1625400109786291672,1,0.0806,-0.4973,0.8552,52,69.2139,90.0879,-45.2881,94,1.0665,0,-8.3082,9.2519,24,0.6563,8122,3.9875,67.9886
rg,1625400109786309728,1,-0.0229,-0.4517,0.8525,53,61.3403,78.186,-47.1802,208,1.0675,0,-4.6026,10.4687,24,0.6533,9345,3.9424,66.8635
rg,1625400109786327913,1,-0.1816,-0.2476,0.8293,54,47.1802,58.2886,-39.1846,208,1.0695,0,-1.402,11.3928,24,0.6523,9877,3.9424,65.8542
