name,time,activity,ax,ay,az,batch_val,gx,gy,gz,ibat,index,middle,pitch,roll,temp,thumb,ts,vbat,yaw
lg,1624655946352280340,0,-0.4363,-0.3059,0.99,1,-4.2725,8.9722,17.395,69,1.4277,1.2386,22.1343,-12.0417,33,0.1721,20527,3.9611,-144.9703
lg,1624655946352327006,0,-0.4358,-0.3242,1.0046,2,-5.0659,5.6763,18.3105,69,1.4267,1.2386,22.5189,-12.1965,33,0.1721,8478,3.9611,-144.3341
lg,1624655946352348357,0,-0.4011,-0.3118,0.9983,3,-5.6763,4.8218,18.7378,69,1.4267,1.2366,22.8021,-12.3364,33,0.1721,7972,3.9611,-143.663
lg,1624655946352368468,0,-0.3828,-0.2979,1.0125,4,-6.5308,6.958,16.9678,69,1.4267,1.2386,23.1011,-12.5016,33,0.1721,7886,3.9611,-143.0708
lg,1624655946352387116,0,-0.3894,-0.323,1.0083,5,-7.7515,8.8501,16.3574,69,1.4267,1.2386,23.562,-12.7783,33,0.1721,7935,3.9611,-142.5974
lg,1624655946352405671,0,-0.3806,-0.3093,1.0254,6,-10.376,16.1743,14.3433,69,1.4257,1.2356,24.156,-13.1683,33,0.1721,8765,3.9611,-142.2093
lg,1624655946352424356,0,-0.4072,-0.3445,1.0312,7,-12.8784,23.9258,12.8174,69,1.4257,1.2396,25.0555,-13.7671,33,0.1731,9381,3.9611,-141.9938
lg,1624655946352442485,0,-0.4368,-0.3396,1.0378,8,-13.6108,25.0854,9.5825,69,1.4267,1.2396,25.9845,-14.4214,33,0.1721,10473,3.9611,-141.9269
lg,1624655946352460207,0,-0.4592,-0.3208,0.9956,9,-15.8691,21.9727,10.437,69,1.4267,1.2396,26.8409,-15.0991,33,0.1721,8851,3.9611,-141.7861
lg,1624655946352478022,0,-0.4592,-0.3635,1.0337,10,-18.3105,20.5688,10.437,69,1.4267,1.2396,27.5744,-15.9054,33,0.1731,8431,3.9611,-141.6586
lg,1624655946352496558,0,-0.4778,-0.334,1.0176,11,-19.4092,18.9819,11.6577,69,1.4277,1.2396,28.2196,-16.644,33,0.1731,8509,3.9611,-141.4345
lg,1624655946352514891,0,-0.4636,-0.3481,1.05,12,-20.9961,14.0991,12.5122,69,1.4317,1.2406,28.6789,-17.3755,33,0.1721,8539,3.9611,-141.1082
lg,1624655946352532706,0,-0.4561,-0.3562,1.0483,13,-23.8647,10.2539,12.6343,69,1.4297,1.2396,28.966,-18.1825,33,0.1731,8568,3.9611,-140.7259
lg,1624655946352549428,0,-0.4539,-0.3696,1.0693,14,-26.3062,6.2256,10.498,69,1.4287,1.2396,29.0469,-19.0847,33,0.1741,8140,3.9611,-140.3752
lg,1624655946352566946,0,-0.4353,-0.3704,1.0674,15,-28.0151,4.6387,9.5215,69,1.4307,1.2396,29.0263,-20.0313,33,0.1761,8904,3.9611,-140.0313
lg,1624655946352584779,0,-0.4353,-0.364,1.0811,16,-30.5176,-1.9531,6.5308,69,1.4287,1.2386,28.7174,-21.0298,33,0.1751,8952,3.9611,-139.6851
lg,1624655946352601797,0,-0.395,-0.3674,1.0566,17,-33.4473,-6.1035,4.3335,69,1.4307,1.2386,28.1837,-22.1398,33,0.1741,8596,3.9611,-139.354
lg,1624655946352619815,0,-0.3601,-0.4031,1.0369,18,-34.6069,0.6104,0,69,1.4297,1.2376,27.796,-23.4769,33,0.1741,8237,3.9611,-139.3383
lg,1624655946352637778,0,-0.3521,-0.4199,1.0166,19,-34.5459,7.8735,-0.9155,69,1.4327,1.2366,27.6647,-24.8858,33,0.1711,8175,3.9611,-139.4933
lg,1624655946352654981,0,-0.3662,-0.4429,1.0049,20,-34.8511,23.9258,-4.5166,69,1.4327,1.2366,28.0744,-26.5239,33,0.1681,8605,3.9611,-140.118
