name,time,activity,ax,ay,az,batch_val,gx,gy,gz,ibat,index,middle,pitch,roll,temp,thumb,ts,vbat,yaw
lg,1625112494704097027,0,0.604,-0.032,0.791,1,-1.0376,-37.2925,-14.5874,63,1.2886,1.0285,-40.5393,5.0274,28,0.044,19170,3.9501,153.5339
lg,1625112494704142657,0,0.5835,0.0278,0.7578,2,-2.9297,-44.8608,-18.3105,63,1.2886,1.0295,-42.121,5.5745,28,0.044,8337,3.9501,152.4203
lg,1625112494704163527,0,0.5518,0.0037,0.7681,3,-9.3994,-53.1616,-18.4937,63,1.2886,1.0285,-43.8901,5.8498,28,0.044,7770,3.9501,151.2797
lg,1625112494704182898,0,0.5969,0.0288,0.77,4,-11.6577,-59.021,-17.6392,63,1.2886,1.0285,-45.8973,6.1661,28,0.044,7761,3.9501,150.0518
lg,1625112494704202638,0,0.6821,-0.0073,0.7559,5,-19.2261,-66.2231,-18.3716,63,1.2896,1.0285,-48.276,6.2036,28,0.044,7814,3.9501,148.7646
lg,1625112494704221546,0,0.7012,-0.0188,0.7581,6,-22.3999,-67.3218,-19.2871,63,1.2886,1.0285,-50.555,6.1418,28,0.044,7852,3.9501,147.3015
lg,1625112494704240231,0,0.696,-0.0408,0.7661,7,-26.6113,-67.3828,-22.0337,63,1.2906,1.0285,-52.7912,6.124,28,0.044,7837,3.9501,145.753
lg,1625112494704258842,0,0.6694,-0.0867,0.7686,8,-28.9307,-68.0542,-22.7661,63,1.2896,1.0275,-54.9268,5.9757,28,0.045,7873,3.9501,144.2287
lg,1625112494704276379,0,0.688,-0.1177,0.7483,9,-28.9917,-68.0542,-21.7896,63,1.2916,1.0295,-57.0509,5.75,28,0.044,8834,3.9501,142.8075
lg,1625112494704293675,0,0.21,-0.5103,0.5847,10,-9.5825,-16.7847,10.3149,165,1.2776,1.0065,-56.7596,1.9106,28,0.04,13894,3.8555,145.922
lg,1625112494704311361,0,0.2871,-0.7095,0.7412,11,-26.123,-6.3477,20.752,165,1.2776,1.0075,-55.9976,-3.1611,28,0.041,8368,3.8555,149.7605
lg,1625112494704336731,0,0.1987,-0.7898,0.7715,12,-18.3716,4.8828,26.4893,165,1.2786,1.0085,-54.5073,-7.981,28,0.04,8158,3.8555,153.7324
lg,1625112494704355286,0,0.252,-0.7839,0.8071,13,-15.3198,5.3101,27.2827,165,1.2786,1.0095,-52.8993,-12.1647,28,0.038,8179,3.8555,157.2436
lg,1625112494704372324,0,0.4309,-0.8787,0.8718,14,-2.5635,4.1504,26.2451,165,1.2806,1.0125,-51.4745,-15.4064,28,0.039,9234,3.8555,160.3415
lg,1625112494704389249,0,0.5215,-0.8635,0.9009,15,22.583,32.4707,16.8457,165,1.2816,1.0135,-49.1403,-16.4088,28,0.036,9843,3.8555,162.0162
lg,1625112494704406064,0,0.1287,-0.9202,0.865,16,55.481,64.9414,-5.0049,165,1.2826,1.0155,-45.3981,-14.928,28,0.038,8200,3.8555,161.9978
lg,1625112494704423064,0,-0.0967,-0.7275,0.7891,17,75.2563,54.5654,-10.437,165,1.2846,1.0125,-41.8372,-12.5349,28,0.039,8238,3.8555,161.8071
lg,1625112494704442120,0,-0.1191,-0.7002,0.7515,18,70.0073,42.4194,-5.0659,165,1.2856,1.0025,-38.7444,-10.8029,28,0.033,8262,3.8555,162.1322
lg,1625112494704459898,0,-0.0317,-0.6907,0.7693,19,53.4668,8.1787,4.1504,165,1.2876,0.9925,-37.1235,-10.2442,28,0.034,8316,3.8555,163.2107
lg,1625112494704477398,0,0.1917,-0.6899,0.7473,20,35.2173,-16.6626,9.6436,165,1.2876,0.9855,-36.8948,-10.7148,28,0.036,8082,3.8555,164.7487
lg,1625112494704494564,0,0.324,-0.6201,0.7224,21,25.1465,-18.9209,11.0474,165,1.2886,0.9815,-36.8687,-11.8773,28,0.033,8294,3.8555,166.1786
lg,1625112494704511879,0,0.3503,-0.6929,0.7844,22,8.1177,2.6245,7.9346,165,1.2886,0.9795,-36.1364,-13.0824,28,0.032,8178,3.8555,167.3292
lg,1625112494704529398,0,0.1433,-0.6482,0.7781,23,1.4648,16.9067,5.9204,165,1.2886,0.9825,-34.4872,-14.3016,28,0.036,8302,3.8555,168.138
lg,1625112494704547361,0,0.074,-0.6753,0.7209,24,-13.1836,6.2866,2.8076,165,1.2876,0.9905,-33.2186,-16.1542,28,0.038,8183,3.8555,168.9187
lg,1625112494704565101,0,0.094,-0.6189,0.6306,25,-20.3857,-7.5073,0.2441,165,1.2876,1.0015,-32.5961,-18.2908,28,0.041,8363,3.8555,169.7202
lg,1625112494704589157,0,0.1133,-0.6577,0.6592,26,-43.2129,-19.5312,-0.5493,165,1.2876,1.0115,-32.4598,-21.3483,28,0.039,8397,3.8555,170.6341
lg,1625112494704608805,0,0.1123,-0.7715,0.6921,27,-59.2041,-31.311,-5.127,165,1.2856,1.0185,-32.786,-25.0855,28,0.04,8643,3.8555,-188.3838
